bssid,lat,lon
001D687501E1,19.43972764875,-99.167692042083
001D68750B0F,19.44684201,-99.13633072
C83A35F34308,19.455612805,-99.129828685
0CD9964D85C0,19.448359157333,-99.152922576
00022D1DED81,19.427328212308,-99.167352317949
58939629E6E8,19.429817923333,-99.161943988
002456143C61,19.441233519167,-99.16699109625
100D7F5A12F9,19.4353033175,-99.17026721875
C4017C261C5C,19.428169104,-99.165351199333
CC7D37908030,19.452856024444,-99.152095999444
001DD61C2080,19.463798091026,-99.156198574103
A4B1E9087C91,19.448167375926,-99.152955319259
A4B1E978CCC7,19.46692147381,-99.1403444
F4C714B1E8AC,19.45320703,-99.164134253939
002100EB381C,19.446992240833,-99.164934335
F8EDA513EE50,19.428795142,-99.163984086
00217CB908E1,19.435859973333,-99.169939193333
001B5BCBF8C1,19.458029283667,-99.163183214667
FC7516451E7A,19.460866505333,-99.145528770667
0876FF7BE910,19.45343654875,-99.16411054875
0CD9964D85C4,19.448508028333,-99.152895115556
0CD9964D85C2,19.44860786,-99.152874992667
0CD9964D85C5,19.448359157333,-99.152922576
083E8E431472,19.438463899444,-99.16830864
0CD9964D85C9,19.44860786,-99.152874992667
022F3F5CB75A,19.46428326303,-99.145238347879
C29FDB23A5CF,19.447201540667,-99.153103092667
001DCF04C3FB,19.457531044667,-99.148472782
04DAD2AA0854,19.427188407333,-99.167871392667
5898352A14A8,19.458029283667,-99.163183214667
001F9F68F45A,19.455101803333,-99.163874812667
04DAD2AA0855,19.427188407333,-99.167871392667
04DAD2AA0852,19.427188407333,-99.167871392667
04DAD2AA0853,19.427188407333,-99.167871392667
08EA44692021,19.428403476,-99.164918577333
001FB37B9839,19.459913008667,-99.146288766
647002A06ADA,19.431526543333,-99.159517130667
B0E754BA106A,19.456308851667,-99.163640315556
001EC13BF980,19.437472622667,-99.156769384667
2.722109362E9,19.44222258,-99.166465602444
C0C5202B10F8,19.427188407333,-99.167871392667
E01D3B50CA10,19.429568481667,-99.1624424725
0C96BF67D1C8,19.441059766667,-99.167070344444
8C0C901AE188,19.428537102778,-99.164653804444
0021000FE6F0,19.463541872963,-99.154980699259
AC6706197738,19.427285036667,-99.167500694444
04DAD2AA085C,19.427421681667,-99.167024309167
04DAD2AA085B,19.427421681667,-99.167024309167
8C0C9057ECC8,19.436352574444,-99.157236523333
C4017C261C48,19.430206341399,-99.170291557411
1A5B0E21EEC6,19.429817923333,-99.161943988
A4B1E99AADD8,19.438120398095,-99.168517608571
001188A4A791,19.425781040952,-99.170371194762
68BDABE6768E,19.428571918667,-99.16451848
A4B1E9E86602,19.443334859048,-99.165910664762
68BDABE6768D,19.428571918667,-99.16451848
B8A386654E17,19.425897063333,-99.170104226667
687F746B4CA2,19.447700021429,-99.164767395238
0015D1377EDC,19.455309525833,-99.163843245833
F07D68997E06,19.43956667,-99.155830203333
D85D4CDB62A2,19.463184267333,-99.159502097
001DD1403A90,19.439514062778,-99.167788952778
0015D0983712,19.46849492,-99.13903095
6886A71DE085,19.426464866,-99.168886770667
6886A71DE084,19.426464866,-99.168886770667
6886A71DE082,19.426565343333,-99.168720060952
6886A71DE083,19.426464866,-99.168886770667
68BDABE6768B,19.428571918667,-99.16451848
982CBE8F2D62,19.469323406667,-99.137741825333
0019E401C209,19.455027562,-99.151533894
00217C1653D1,19.470124214,-99.138048624
589396A9E6E8,19.429699022778,-99.162135897778
F83DFFCA4D30,19.462770804848,-99.15982822697
001FB3825659,19.449130099333,-99.152808635333
A4B1E9771321,19.4432722,-99.15453093
A8AD3DE547C0,19.437237597333,-99.156858023333
0810773E62C9,19.460507412083,-99.1458149425
F4559C8A8954,19.446763552667,-99.16498117
C8BE19751F12,19.429938556,-99.161659198
0014A5991DF7,19.435929724524,-99.169863361667
001F417021B8,19.434702839167,-99.157985624167
E01D3B7455A0,19.42560697,-99.170759031667
0015D0E536B8,19.457132477222,-99.149063218333
002644276BCB,19.455603796,-99.151095742667
20C9D020C213,19.456487317222,-99.14999027
002417B622FF,19.440204721667,-99.155557951667
00217CACA8D9,19.454907805667,-99.15145437
6466B3801914,19.4401398725,-99.167495602222
04C06F2FD3E4,19.4293354475,-99.162986358333
A4B1E9A1560A,19.435859973333,-99.169939193333
0C96BF7B3AC0,19.458942629333,-99.146987589333
E01D3B744C20,19.428571918667,-99.16451848
0024560A3C69,19.446611686667,-99.153231103333
002100FCD774,19.455587806667,-99.163799304444
A4B1E997310A,19.427421681667,-99.167024309167
A0F3C1BF59D6,19.453604172857,-99.164091959524
A4B1E997310E,19.452988068,-99.164165608
982CBE77B84A,19.447002522667,-99.153149670667
A0F3C155E22C,19.436485211667,-99.157185408333
1CBDB9AA88D6,19.457823565333,-99.147991508667
001A73F7C491,19.438120398095,-99.168517608571
A8B1D4C40000,19.458084374667,-99.147644502667
062722B3CE7F,19.427997173333,-99.165641340556
78F5FD9373A4,19.429817923333,-99.161943988
2.351694549E9,19.459913008667,-99.146288766
A8B1D4C40002,19.457964351333,-99.147828754
C8BE195F693E,19.455931542,-99.150701756
FC751645E3DE,19.429568481667,-99.1624424725
2.584239194E9,19.429642947333,-99.162290328667
2.584239192E9,19.429568481667,-99.1624424725
90F6523FA877,19.433094730417,-99.1587197125
68BDABE66F80,19.428571918667,-99.16451848
001FF3C130A9,19.44998192,-99.152658183333
00217C10D169,19.443484146111,-99.165806686111
982CBEDAF83A,19.437237597333,-99.156858023333
589835BF4A4D,19.447097294583,-99.153137096667
2.58423919E9,19.429568481667,-99.1624424725
A4B1E9A5A22B,19.463407410606,-99.154218802424
A4B1E94A1D7D,19.463002518889,-99.151426779444
0019C7D52610,19.436726063333,-99.157084177778
0014A58AEA65,19.456805537333,-99.14951601
001E10C6E26C,19.463819227778,-99.15628835037
A4B1E999CCBE,19.4421932825,-99.166468199167
C0C5202B1038,19.427521651667,-99.16674338
D8EB97A1C80C,19.446763552667,-99.16498117
A4B1E95DCC29,19.439353680952,-99.167854994286
F4C714F27C5C,19.463024201852,-99.15132748037
589396E8DC68,19.429938556,-99.161659198
1C7EE53B983C,19.426023537333,-99.169857464667
00217C600AF9,19.442025041429,-99.166571415238
70723CBE4BEC,19.447640960952,-99.153035493333
589396677B88,19.429817923333,-99.161943988
DC9FDB0EEBB4,19.463995702593,-99.157745387407
589835344D00,19.454416957619,-99.151774615714
C4017C78B3B8,19.436352574444,-99.157236523333
0024170259D7,19.436352574444,-99.157236523333
001F9FC73226,19.464372428333,-99.144883171667
687F74A679B0,19.439116518333,-99.167977622917
ACE215259868,19.427521651667,-99.16674338
E01D3B508C20,19.426246369333,-99.169332612667
001DD27F57E0,19.457562756667,-99.148446193125
687F74E9DD2D,19.428571918667,-99.16451848
A4B1E997319E,19.464386496667,-99.144657941
982CBE906B02,19.447419377917,-99.1648281575
B0E754BA6E62,19.425843685,-99.170248115
00245610DC11,19.435859973333,-99.169939193333
C29FDB23A576,19.446867937222,-99.153176522778
0014A591BCA2,19.447206397037,-99.164872227407
58BC275D1EC5,19.428588476296,-99.16450153037
001EE5201528,19.434716065,-99.157969660833
58BC275D1EC2,19.428588476296,-99.16450153037
58BC275D1EC1,19.428286201333,-99.165140303333
00186EC496AF,19.427847733333,-99.166054253939
009C026566FC,19.428349628889,-99.165045532778
000C76C9DFFE,19.464270324545,-99.143955505758
062722B3CEBD,19.428109691111,-99.165441657778
000B0E9D2840,19.428403476,-99.164918577333
E01D3B76A9A8,19.435134993333,-99.17036919963
000B0E9D2844,19.428403476,-99.164918577333
589835E55615,19.457659745,-99.148205352222
E21D3B35ED00,19.44105472619,-99.16707043
001C106E567E,19.425903210667,-99.170123029333
0015D0E6E328,19.4563302375,-99.150235868333
C4017C0E08C8,19.42817383037,-99.165308028148
C0C5202B1018,19.427712959167,-99.166258055
14D64DC878CC,19.435859973333,-99.169939193333
0021005C1A53,19.435458516667,-99.170172857222
48F8B31F0A04,19.436726063333,-99.157084177778
CED71909C00F,19.447889924444,-99.164720545556
00235103F351,19.448290118333,-99.164624223889
CCA462A73E90,19.442025041429,-99.166571415238
982CBE7A2782,19.426767981905,-99.168320514048
ACE2156F14EC,19.463600737222,-99.155240294444
00217C6A9FC1,19.450737064444,-99.152519770556
003A9A8E3241,19.428178178095,-99.165326157143
003A9A8E3240,19.428026894333,-99.165612276
A4B1E997A77C,19.426023537333,-99.169857464667
001D5AC849D1,19.463339588519,-99.15382338963
001FB3577699,19.464200567333,-99.144303217333
001BBAFE2403,19.436795447917,-99.169358261667
F83DFFCE1C18,19.427958501111,-99.165725116667
003A9A8E324F,19.428169104,-99.165351199333
001EE5F1AA35,19.428481207143,-99.164783128095
021599ABED79,19.437008224444,-99.156943085556
D2143D528887,19.455248241111,-99.151460582222
003A9A8E324E,19.428169104,-99.165351199333
A4B1E95822C5,19.428109691111,-99.165441657778
A4B1E974BB9D,19.434467704167,-99.158087213611
E01D3B708D38,19.425660864667,-99.170638509333
8ADC960C6CE0,19.434138436364,-99.158237477879
589835E463D1,19.455587806667,-99.163799304444
6466B3800A44,19.454658246667,-99.151716026667
C4017C37E568,19.428403476,-99.164918577333
001DD16D6A30,19.434438998667,-99.170770177333
589396A75748,19.429699022778,-99.162135897778
000E2EEF79A5,19.426984145185,-99.168129595556
A4B1E9A14950,19.433194373333,-99.158667908571
0015D0968662,19.448828506667,-99.164493822222
4C54992ACE39,19.463819227778,-99.15628835037
352896900,19.429568481667,-99.1624424725
F83DFF63296C,19.434854175152,-99.157918503333
4C5499324661,19.4293354475,-99.162986358333
8C0C907F3528,19.4637141,-99.147148430606
F4C7147066FC,19.44626706,-99.15330601
0016B6542907,19.427521651667,-99.16674338
A4B1E9A14960,19.463667958824,-99.155497665098
589396A7574C,19.429817923333,-99.161943988
001DD3B83420,19.440455748333,-99.1554621825
00260AEE68E1,19.431780630909,-99.159534622727
00260AEE68E0,19.431781846444,-99.159522668
00260AEE68E4,19.431771793889,-99.159534894722
00260AEE68E3,19.431791141667,-99.159517713333
00260AEE68E2,19.431780630909,-99.159534622727
A4B1E9A35632,19.42606063625,-99.1697318075
A4B1E9A1498C,19.431279140667,-99.159573415333
001A73F7B747,19.43442777619,-99.170779425714
A4B1E9E7FB80,19.445794904815,-99.16518983
D0542D2FABA8,19.433194373333,-99.158667908571
DC9FDB82E278,19.4248516975,-99.153826529167
0024173BC193,19.460994588095,-99.161175282857
7CD1C3CE122A,19.464155999762,-99.142188858095
001DD255C4D0,19.445589817083,-99.16523853625
0018E742F656,19.44435824,-99.15407413
0019C7E6B6E0,19.463472605,-99.148098443333
D0542DDF8148,19.4293354475,-99.162986358333
00183FE5F469,19.460366044444,-99.161675401667
A4934CB23195,19.464085619444,-99.14303071
0863617E1E7C,19.466510375556,-99.140632826296
8C0C90840D28,19.430038065833,-99.161424440833
0019C79F0120,19.427647427778,-99.166328757778
271301486,19.435134993333,-99.17036919963
CCA462086760,19.463791159375,-99.146934652292
58939668DC68,19.429938556,-99.161659198
34EF44F4AF22,19.432304458333,-99.159045577083
A0F3C15A392F,19.434454580833,-99.158088192083
0021007CD78A,19.463934754167,-99.146406145278
E01D3B6B27F0,19.429568481667,-99.1624424725
003A9A540420,19.440204721667,-99.155557951667
D0542D350CF0,19.435134993333,-99.17036919963
E0300535D9FC,19.425962216111,-99.169988578333
A4B1E99AEA32,19.426246369333,-99.169332612667
E01D3B4F3538,19.436485211667,-99.157185408333
5C571AF53E50,19.452298651111,-99.152211069444
0026442B632D,19.463399552407,-99.154097079074
B8621F521493,19.463846951,-99.15646641
0014A598A20A,19.438120398095,-99.168517608571
E01D3B74B890,19.436726063333,-99.157084177778
8C0C90BF3528,19.463472605,-99.148098443333
C8D719B98E62,19.456487317222,-99.14999027
0024568CEED1,19.443334859048,-99.165910664762
ACE215758174,19.432342898,-99.159056284
982CBE74AA4A,19.445309564762,-99.165297678571
F2D1A912143A,19.425660864667,-99.170638509333
D0542D2A2608,19.4345911525,-99.170685839583
001DD6157F90,19.464340607083,-99.145057074583
0021007B41FB,19.448493986364,-99.164576871212
589835EEFCF7,19.44998192,-99.152658183333
00026FDDD338,19.438463899444,-99.16830864
E8CD2D9114B4,19.427499563333,-99.1668126275
002456898D11,19.432750646,-99.158867413333
5C571AF3BA80,19.446246407778,-99.165088587778
AC6706197698,19.427646710741,-99.166480866296
00264441187B,19.436726063333,-99.157084177778
589835EE8369,19.4662222275,-99.141057629931
C0C52021C198,19.427647427778,-99.166328757778
022393C4C4F9,19.427965104,-99.165769118
00264465ADC3,19.455421989333,-99.15128561
D0542D619A50,19.427712959167,-99.166258055
C4017C2579D8,19.43215579,-99.159137111333
5C571AC50C00,19.464396419259,-99.14480524963
C4017C2579D9,19.43215579,-99.159137111333
58983571C170,19.46414698037,-99.145668141852
08863B48BE3C,19.463317925556,-99.153674418889
70723CA370B0,19.463471344815,-99.154628624815
C4017C2579E8,19.43215579,-99.159137111333
C4017C2579E9,19.43215579,-99.159137111333
A0F3C1ABF17E,19.426246369333,-99.169332612667
A4B1E98E5F43,19.438929440417,-99.156123355417
F4C714D073AC,19.442480394667,-99.166326412
A0F3C173CEB6,19.433508877778,-99.158503462222
0015D1361EA4,19.463755105,-99.142403187222
0024178A90ED,19.439897658889,-99.167608608519
00147C168AD4,19.444491104444,-99.154009146667
AC67061976F8,19.427748991515,-99.166317556364
00241783E869,19.462702231765,-99.159782016078
CC7D37728391,19.438905996667,-99.168098417667
00264424A193,19.463691422381,-99.142711590476
F81A6713B25E,19.4421932825,-99.166468199167
ACE215A6C364,19.450902297333,-99.152489942
002644CAF09C,19.464269920952,-99.145185893333
C83A354163E8,19.427269424,-99.167647474667
A0B3CCD8F55F,19.441233519167,-99.16699109625
00183F403921,19.463260201458,-99.148994476458
001FB3676209,19.438929440417,-99.156123355417
002127EAD944,19.464270324545,-99.143955505758
0015CFB6396A,19.461546903056,-99.160671420833
0015CF54D8F6,19.44998192,-99.152658183333
589835E55525,19.433187670667,-99.158651897333
D0542D2FAB18,19.431775402,-99.159321522667
982CBEDC181A,19.428537102778,-99.164653804444
0026440C3AEF,19.433969003333,-99.158323422381
002719DEA23C,19.455027562,-99.151533894
F4C71470B94C,19.436795447917,-99.169358261667
A4B1E95DC95B,19.451007078889,-99.164246993333
A4B1E9B2B821,19.442689164167,-99.1662281275
022E9E5CDE57,19.449130099333,-99.152808635333
D0542D71B548,19.4353033175,-99.17026721875
A4B1E9E80164,19.464283097692,-99.14454117641
4C8BEF3B3AC8,19.429642947333,-99.162290328667
00254680D3F2,19.427273492917,-99.167314329583
4C54992AA339,19.463568679487,-99.155069928205
DC451721BA9D,19.456677284667,-99.149716866
041E649A4D57,19.429938556,-99.161659198
589835E2D6BF,19.433568195714,-99.158479541429
0E20AD3102B6,19.430224235,-99.161149690667
C8D719A0E24E,19.447623933704,-99.153042032963
B0E754BC2762,19.4353033175,-99.17026721875
00A0266F5B35,19.463018826667,-99.151606410667
5C4CA96443DC,19.455603796,-99.151095742667
5C4CA92EA914,19.464421228974,-99.141934563846
6466B3CEECAC,19.463541872963,-99.154980699259
A4B1E9BEB85F,19.457638371429,-99.148246954286
F4C714E31A04,19.435134993333,-99.17036919963
4C8BEF25BA78,19.427912983333,-99.165847996667
F8EDA5131460,19.454894778333,-99.163901857778
14D64DA826DF,19.447680646667,-99.153015008667
7ED1C3CE122A,19.464155999762,-99.142188858095
001A73CDF3C5,19.43487154,-99.170510426111
A4B1E9A3B128,19.444572128333,-99.153969395833
001D7E68997A,19.429642947333,-99.162290328667
589396A77B88,19.429817923333,-99.161943988
002644429A11,19.454658246667,-99.151716026667
0021002EC42B,19.452705100667,-99.152125862
9627E45DDBAD,19.435859973333,-99.169939193333
687F74D0E4B2,19.427965104,-99.165769118
58983583155C,19.442693490606,-99.154680170909
3085A9391640,19.426354782667,-99.169109633333
02181A32D732,19.441935269444,-99.154906279444
84C9B2A19240,19.433187670667,-99.158651897333
543D3739E078,19.431426312667,-99.159475263333
0022A45D6FE1,19.464128462333,-99.145029342667
5.89835493224E11,19.449224177778,-99.152789392222
64D81486E339,19.437236652857,-99.16904479619
00304F9F9788,19.428109691111,-99.165441657778
001DD40CA570,19.450585525556,-99.164246534444
0876FF14B4F0,19.431054399333,-99.159728382
001DCF06310B,19.447889924444,-99.164720545556
F8EDA512B420,19.45148808,-99.16425193
5C4CA96929DC,19.469533699167,-99.1376481925
00180A50D180,19.438873633333,-99.156156886333
6466B3801CA0,19.456592573333,-99.149812222083
589835BF1477,19.44294034,-99.154623485
002722F2FD34,19.440832606333,-99.155330052
4C8BEF39E3E8,19.428571918667,-99.16451848
F4C714F7EDDC,19.439514062778,-99.167788952778
A4B1E9E901F8,19.468518739583,-99.139283347083
00507FE9DAE0,19.433998452,-99.158306042667
0019C7D539F8,19.429479108333,-99.162680811667
A4B1E96F767F,19.428169104,-99.165351199333
002369D89E00,19.428065221333,-99.165568149333
083E8E8BDF38,19.469955907333,-99.138185768667
001DCE1A6BC2,19.463819227778,-99.15628835037
0876FF3E335C,19.461828523125,-99.160511816042
001F413021B8,19.434702839167,-99.157985624167
5898352EAC50,19.430183932667,-99.161129553333
E01D3B753DC0,19.426023537333,-99.169857464667
AC4E918B1848,19.449038620833,-99.164452261667
C0C5202192A8,19.427550130833,-99.16661990875
88DC960C6CE0,19.434258458974,-99.158184356923
1CAFF78D2186,19.438814580476,-99.156168871429
E006E63311C4,19.428169104,-99.165351199333
44ADD9A04539,19.433187670667,-99.158651897333
00507FF84268,19.43210034,-99.159160568889
4C8BEF2552D4,19.439353680952,-99.167854994286
308730E76030,19.462032295556,-99.14455818
A4B1E9B2B7F5,19.464396419259,-99.14480524963
000C41CC5405,19.426147097333,-99.169589716667
001A04FE5531,19.442480394667,-99.166326412
000271343CE8,19.438463899444,-99.16830864
50A73310EE88,19.427269424,-99.167647474667
589835BF46B3,19.455603796,-99.151095742667
E8892C27F8D0,19.442689164167,-99.1662281275
FC75169D270E,19.464039345333,-99.145997698
D0542D21B078,19.463600737222,-99.155240294444
586D8FA9841F,19.448828506667,-99.164493822222
002644149F7B,19.4274627,-99.166885408333
586D8FA9841A,19.451932835,-99.152290565833
001DD1402C00,19.43442777619,-99.170779425714
00264441275F,19.437236652857,-99.16904479619
10604B58D311,19.435649891667,-99.170057625833
586D8FA9841C,19.451502645238,-99.152370429048
586D8FA98421,19.448670802,-99.164535946667
58939669E97C,19.429699022778,-99.162135897778
58939669E978,19.429878445556,-99.161806303889
